Число заявок,Дата договора,Тарифный план,Физ/Юр,Тип кл,Дата снятия
0,43765,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43917
0,43676,БИ 21гр 15 Кр ХФ,Физическое лицо,Единый договор,43916
0,43437,EIPTV Для впечатлений (ХМФ)К,Физическое лицо,Единый договор,43916
0,43697,EIPTV Для впечатлений (ХМФ)К,Физическое лицо,Единый договор,43917
2,43647,ДИнтА пак 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43735
0,43227,EIPTV ТВ Легкий+КМ (ХМФ)К,Физическое лицо,Единый договор,43916
1,43227,КМ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43916
3,42620,ДИнт+MVNO 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43917
0,42972,EIPTV ТВ Легкая цена + (ХФ)К,Физическое лицо,Единый договор,43917
3,42972,ЛЦ-3 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
0,42847,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43917
6,43686,WG new 1гр 500 Кр ХФ,Физическое лицо,Единый договор,43918
2,42847,MVNO+БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
0,43638,ДНА 1.1гр 100 Кр ХФ,Физическое лицо,Единый договор,43917
0,42919,EIPTV Будем вместе. Лег.(ХФ) К,Физическое лицо,Единый договор,43917
0,41247,ШПД Мой РТК 2015 оптика Кр ХМФ,Физическое лицо,Единый договор,43917
3,41338,БИ 21гр 15 Кр ХФ,Физическое лицо,Единый договор,43917
0,41088,ПП EIPTV Д. развл.везде (ХМФ)К,Физическое лицо,Единый договор,43916
0,43806,ПП EIPTV Д. развл.везде (ХМФ)К,Физическое лицо,Единый договор,43913
2,42090,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
1,43676,ДИнтА пак 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
0,43676,EIPTV Для впечатл Акция (ХМФ)К,Физическое лицо,Единый договор,43918
0,41164,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43918
0,43780,EIPTV Для впечатлений (ХМФ),Физическое лицо,Единый договор,43918
3,43780,ДИнт в пак 1гр 50 Ав ХФ,Физическое лицо,Единый договор,43918
0,43838,ДНА 1.1гр 100 Кр ХФ,Физическое лицо,Единый договор,43918
1,42803,УД Домовой 2017 120 Кр ХФ,Физическое лицо,Единый договор,43917
0,43383,EIPTV Для впечатлений (ХМФ)К,Физическое лицо,Единый договор,43918
2,43383,ДИнт в пак 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43918
0,42779,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43917
1,42779,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
0,43834,ПП ДРВ+MVNO 120 1.1. гр. Кр ХФ,Физическое лицо,Единый договор,43917
0,43783,ДР 1.1гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
2,43305,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
0,43689,ДИнт+MVNO 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43917
0,43895,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43918
0,43895,ДИнт new 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43918
0,43745,ПП ДРВ+MVNO 120 1.1. гр. Кр ХФ,Физическое лицо,Единый договор,43917
0,43745,ПП EIPTV Д. развл.везде (ХМФ)К,Физическое лицо,Единый договор,43917
0,43558,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43918
2,43558,ДР 1.1гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
4,43221,КМ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
0,43892,ДНА 1.1гр 100 Кр ХФ,Физическое лицо,Единый договор,43918
2,41631,FAST 11гр 60 Мб в пак Кр ХФ,Физическое лицо,Единый договор,43918
0,41660,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
2,43896,ДИнт new 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43918
0,42342,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43918
2,41197,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
2,43503,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43918
0,43895,ПП EIPTV Д. развл.везде (ХМФ)К,Физическое лицо,Единый договор,43918
3,43895,ПП ДРВ+MVNO 120 1.1. гр. Кр ХФ,Физическое лицо,Единый договор,43918
1,43835,ДИнт new 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43918
2,43090,ПП ДБВ+АВ+MVNO 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43917
0,43680,ДИнтА пак 1гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
0,43680,EIPTV Для впечатл Акция (ХМФ)К,Физическое лицо,Единый договор,43918
0,41660,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43918
0,39367,УД ДИнт 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43918
0,42318,ПН-3 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43919
0,41269,УД МИ в пакете 100Мб/с Кр ХФ1,Физическое лицо,Единый договор,43918
0,41269,EIPTV Мощный (ХМФ)К,Физическое лицо,Единый договор,43918
1,42409,ПН-3 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43918
0,40906,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43919
0,40634,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43919
2,41197,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43919
0,40634,БИ 21гр 60 Кр ХФ,Физическое лицо,Единый договор,43919
0,43789,EIPTVОсн.пакеты каналов(ХМФ)К,Физическое лицо,Единый договор,43919
0,41901,EIPTVОсн.пак. кан.Архив (ХМФ)К,Физическое лицо,Единый договор,43919
0,42185,EIPTV Для впечатлений (ХМФ)К,Физическое лицо,Единый договор,43915
2,42555,БИнт 21гр 120 К ХФ,Физическое лицо,Единый договор,43919
0,42318,EIPTV Пакет навсегда (ХМФ)К,Физическое лицо,Единый договор,43919
0,42555,EIPTVБольшой Пакет(ХМФ)К,Физическое лицо,Единый договор,43919
0,43551,EIPTV Для выгоды Кр (ХМФ),Физическое лицо,Единый договор,43919
0,43551,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43919
2,41351,БИ 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43919
1,41124,БИ 21гр 15 Кр ХФ,Физическое лицо,Единый договор,43917
0,43820,ПП EIPTV Д. развл.везде (ХМФ)К,Физическое лицо,Единый договор,43919
0,43820,ПП ДРВ+MVNO 120 1.1. гр. Кр ХФ,Физическое лицо,Единый договор,43919
1,41652,ДИнт+MVNO 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43919
2,43189,УД ГК 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43919
0,43189,EIPTVТВЛегкий+Год кино* (ХМФ)К,Физическое лицо,Единый договор,43919
0,43643,ДВ-1 200 Кр ХФ,Физическое лицо,Единый договор,43919
1,43421,ДН-1 120 Кр ХФ,Физическое лицо,Единый договор,43919
2,43837,ДР 1.1гр 120 Кр ХФ,Физическое лицо,Единый договор,43919
0,43837,EIPTV Для развлечений (ХМФ)К,Физическое лицо,Единый договор,43919
2,43189,ДИнт new 1гр 100 Кр ХФ,Физическое лицо,Единый договор,43919
0,42419,EIPTV ТВ Суточный (ХМФ),Физическое лицо,Единый договор,43919
0,42409,EIPTV Пакет навсегда (ХМФ)К,Физическое лицо,Единый договор,43918
0,42046,ПП ДРВ+MVNO 120 1.1. гр. Кр ХФ,Физическое лицо,Единый договор,43919
0,43428,ДИнт+MVNO 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43919
0,43221,EIPTV ТВ Легкий+КМ (ХМФ)К,Физическое лицо,Единый договор,43918
1,43437,Ближе пак 1гр 150 Кр ХФ,Физическое лицо,Единый договор,43919
0,43437,EIPTV Впечатления ближе (ХМФ)К,Физическое лицо,Единый договор,43919
2,42975,ЛЦ-3 21гр 120 Кр ХФ,Физическое лицо,Единый договор,43919
